,coldid,prodid
5731,1217,99
5732,234,69
5733,597,150
5734,1976,35
5735,399,81
5736,1976,99
5737,1168,35
5738,1965,131
5739,1947,69
5740,647,199
5741,201,35
5742,1997,35
5743,1825,69
5744,1538,99
5745,1947,11
5746,1951,131
5747,550,81
5748,1718,150
5749,313,199
5750,1408,11
5751,201,150
5752,386,7
5753,2289,69
5754,223,131
5755,550,41
5756,2251,7
5757,815,150
5758,663,7
5759,815,69
5760,550,69
5761,741,150
5762,2251,81
5763,2289,69
5764,1965,7
5765,1168,150
5766,386,150
5767,1976,7
5768,1951,99
5769,678,81
5770,647,99
5771,597,81
5772,1930,69
5773,2046,81
5774,386,199
5775,1718,7
5776,399,81
5777,1825,131
5778,1930,7
5779,815,69
5780,1901,99
5781,1350,69
5782,2241,11
5783,1947,11
5784,647,150
5785,399,99
5786,1951,131
5787,1930,11
5788,2046,11
5789,1901,199
5790,2046,7
5791,2074,81
5792,967,69
5793,815,81
5794,1901,150
5795,2074,131
5796,967,35
5797,741,81
5798,399,199
5799,386,35
5800,2289,131
5801,2289,150
5802,836,99
5803,647,150
5804,663,131
5805,1718,99
5806,836,35
5807,2074,150
5808,1168,150
5809,2074,81
5810,1350,81
5811,332,150
5812,1350,41
5813,2046,11
5814,678,131
5815,967,131
5816,550,99
5817,602,11
5818,1965,99
5819,1930,11
5820,386,69
5821,815,7
5822,234,99
5823,2074,150
5824,223,81
5825,2251,7
5826,1217,131
5827,967,7
5828,706,81
5829,1930,11
5830,678,11
5831,1930,69
5832,1947,81
5833,1951,150
5834,201,99
5835,550,69
5836,1901,7
5837,647,81
5838,706,99
5839,313,150
5840,678,81
5841,663,131
5842,1965,199
5843,386,99
5844,1217,199
5845,223,131
5846,1901,35
5847,1348,69
5848,1168,69
5849,706,199
5850,1930,7
5851,678,41
5852,386,35
5853,332,81
5854,967,199
5855,1930,81
5856,741,69
5857,1951,81
5858,663,35
5859,647,99
5860,2046,69
5861,1965,69
5862,1408,131
5863,399,35
5864,2046,150
5865,313,150
5866,234,131
5867,1538,81
5868,762,150
5869,386,150
5870,1825,41
5871,647,35
5872,1168,69
5873,2046,11
5874,597,41
5875,1976,11
5876,1997,150
5877,1965,81
5878,2241,11
5879,1930,41
5880,678,69
5881,1168,131
5882,815,41
5883,234,35
5884,1408,81
5885,706,35
5886,663,69
5887,2251,35
5888,1951,150
5889,762,11
5890,1951,35
5891,678,99
5892,836,199
5893,663,199
5894,1408,7
5895,815,7
5896,1965,199
5897,1951,199
5898,687,69
5899,1825,69
5900,1901,11
5901,1947,7
5902,687,35
5903,399,99
5904,201,69
5905,663,99
5906,2251,199
5907,967,199
5908,2251,41
5909,1718,69
5910,550,99
5911,597,35
5912,386,11
5913,836,41
5914,550,150
5915,1350,150
5916,1951,99
5917,234,81
5918,2289,11
5919,762,7
5920,815,69
5921,762,7
5922,602,41
5923,1951,131
5924,2289,11
5925,647,81
5926,1350,41
5927,1951,7
5928,647,99
5929,1718,81
5930,815,35
5931,602,11
5932,1930,150
5933,1217,150
5934,815,131
5935,1825,131
5936,647,81
5937,663,7
5938,1217,35
5939,2046,131
5940,741,7
5941,1825,69
5942,223,81
5943,678,35
5944,1538,11
5945,678,99
5946,967,81
5947,815,7
5948,2046,35
5949,1350,11
5950,647,99
5951,201,99
5952,1976,99
5953,602,11
5954,2241,41
5955,332,81
5956,762,131
5957,678,7
5958,741,131
5959,687,41
5960,332,81
5961,1217,81
5962,967,131
5963,2251,11
5964,1168,7
5965,663,41
5966,597,131
5967,706,199
5968,234,35
5969,1901,11
5970,313,99
5971,223,81
5972,1901,99
5973,2046,35
5974,741,150
5975,678,99
5976,1538,41
5977,234,41
5978,706,69
5979,1350,35
5980,313,81
5981,1825,131
5982,223,41
5983,399,150
5984,597,7
5985,597,7
5986,2074,99
5987,1348,35
5988,1348,69
5989,234,11
5990,1168,69
5991,386,35
5992,1350,11
5993,1168,41
5994,550,41
5995,967,99
5996,2289,81
5997,2251,81
5998,1951,11
5999,1951,35
6000,1930,7
6001,602,199
6002,1947,35
6003,678,81
6004,201,35
6005,1930,199
6006,1538,150
6007,663,41
6008,2251,131
6009,967,199
6010,1825,99
6011,201,199
6012,1951,41
6013,1718,35
6014,1825,69
6015,836,99
6016,1538,131
6017,1825,131
6018,2046,69
6019,687,99
6020,1350,35
6021,1348,81
6022,1168,199
6023,2241,150
6024,1168,35
6025,2251,99
6026,1718,7
6027,741,150
6028,706,35
6029,1350,41
6030,1825,35
6031,550,69
6032,399,199
6033,1718,131
6034,550,41
6035,1217,131
6036,223,131
6037,386,41
6038,201,35
6039,399,150
6040,234,150
6041,1901,7
6042,1408,150
6043,1930,69
6044,706,69
6045,399,81
6046,602,69
6047,687,69
6048,2241,150
6049,687,131
6050,1930,199
6051,1901,131
6052,1348,199
6053,201,99
6054,1718,11
6055,2289,41
6056,836,11
6057,815,81
6058,967,199
6059,1951,150
6060,550,69
6061,741,11
6062,706,99
6063,1930,11
6064,1951,11
6065,967,11
6066,1350,81
6067,399,69
6068,1408,81
6069,201,199
6070,2251,69
6071,2241,131
6072,2289,35
6073,1348,35
6074,386,150
6075,1930,81
6076,399,11
6077,762,11
6078,597,41
6079,647,199
6080,762,199
6081,967,35
6082,1901,99
6083,223,11
6084,313,7
6085,678,99
6086,602,69
6087,1930,131
6088,1718,69
6089,687,199
6090,201,131
6091,1901,99
6092,550,99
6093,1348,150
6094,386,69
6095,201,131
6096,1718,199
6097,815,7
6098,2046,11
6099,1930,150
6100,597,69
6101,332,35
6102,1538,41
6103,1538,199
6104,706,131
6105,1350,81
6106,741,99
6107,313,69
6108,1718,35
6109,1930,199
6110,386,99
6111,836,81
6112,1350,99
6113,1825,150
6114,1408,150
6115,1538,7
6116,550,41
6117,1350,69
6118,1976,81
6119,1538,41
6120,1901,99
6121,836,41
6122,201,131
6123,762,131
6124,647,150
6125,1538,131
6126,313,11
6127,223,81
6128,706,35
6129,1976,199
6130,1997,81
6131,2289,35
6132,1348,41
6133,2289,99
6134,602,99
6135,741,199
6136,201,150
6137,678,150
6138,762,35
6139,836,99
6140,399,131
6141,1348,41
6142,1718,41
6143,2251,131
6144,223,11
6145,1718,11
6146,1538,81
6147,706,150
6148,313,69
6149,1825,35
6150,1168,81
6151,2074,150
6152,1951,131
6153,1718,11
6154,967,99
6155,836,199
6156,1350,41
6157,967,150
6158,332,41
6159,2074,150
6160,1965,81
6161,1538,199
6162,602,11
6163,597,7
6164,234,35
6165,332,7
6166,741,81
6167,2241,99
6168,386,99
6169,1976,199
6170,678,99
6171,741,7
6172,1825,41
6173,2241,11
6174,1217,131
6175,201,41
6176,762,69
6177,1168,41
6178,201,99
6179,967,131
6180,2046,199
6181,223,41
6182,550,81
6183,2251,11
6184,1408,81
6185,399,150
6186,741,81
6187,815,81
6188,741,131
6189,2251,150
6190,967,199
6191,1348,99
6192,836,7
6193,1997,99
6194,1930,81
6195,399,99
6196,1350,150
6197,687,35
6198,678,7
6199,2074,81
6200,2251,11
6201,399,199
6202,2046,35
6203,2241,41
6204,762,99
6205,602,131
6206,1901,150
6207,550,199
6208,313,131
6209,741,199
6210,2241,11
6211,647,99
6212,2046,69
6213,399,69
6214,762,35
6215,663,131
6216,313,199
6217,399,199
6218,2289,99
6219,815,81
6220,762,150
6221,1947,131
6222,836,81
6223,1538,199
6224,967,11
6225,836,81
6226,1951,131
6227,1965,7
6228,550,131
6229,1348,99
6230,2251,99
6231,2289,131
6232,1965,11
6233,836,35
6234,1965,150
6235,2074,131
6236,678,131
6237,1348,7
6238,1350,7
6239,1951,7
6240,647,150
6241,647,41
6242,687,199
6243,1408,7
6244,223,81
6245,1408,35
6246,399,99
6247,597,11
6248,1538,35
6249,1997,7
6250,2074,69
6251,647,35
6252,234,99
6253,2289,7
6254,550,150
6255,1901,131
6256,1825,69
6257,2289,41
6258,2074,199
6259,2046,81
6260,313,35
6261,2251,41
6262,1901,11
6263,1718,131
6264,1901,150
6265,2289,131
6266,201,99
6267,663,41
6268,1965,81
6269,1930,131
6270,967,99
6271,201,7
6272,967,41
6273,815,35
6274,687,11
6275,1951,11
6276,1538,99
6277,1976,35
6278,1168,199
6279,647,99
6280,597,41
6281,663,99
6282,1930,11
6283,678,199
6284,678,11
6285,313,7
6286,234,150
6287,1718,69
6288,1217,11
6289,2251,41
6290,313,199
6291,332,199
6292,223,69
6293,313,41
6294,223,131
6295,2241,150
6296,2289,35
6297,602,7
6298,1825,7
6299,1408,199
6300,687,41
6301,2241,11
6302,1217,150
6303,602,99
6304,1930,131
6305,313,150
6306,602,11
6307,1947,99
6308,663,150
6309,313,150
6310,2241,35
6311,1168,99
6312,223,41
6313,1976,131
6314,597,199
6315,1951,199
6316,1901,99
6317,2241,150
6318,1976,69
6319,1538,11
6320,1997,11
6321,647,199
6322,663,81
6323,2251,99
6324,1408,199
6325,1350,131
6326,762,41
6327,815,199
6328,2241,69
6329,687,69
6330,234,41
6331,663,69
6332,1930,81
6333,762,11
6334,234,131
6335,223,150
6336,1348,35
6337,967,150
6338,1930,7
6339,602,11
6340,1718,150
6341,1348,81
6342,2046,81
6343,815,11
6344,223,150
6345,597,7
6346,1901,35
6347,815,7
6348,201,41
6349,815,81
6350,1538,150
6351,2251,35
6352,1217,35
6353,386,35
6354,2289,99
6355,1168,131
6356,234,99
6357,2251,131
6358,967,150
6359,967,11
6360,234,81
6361,1348,69
6362,762,35
6363,1718,199
6364,1408,131
6365,1538,199
6366,1997,11
6367,223,7
6368,741,69
6369,1168,199
6370,602,150
6371,815,69
6372,1947,41
6373,597,99
6374,1930,81
6375,1350,150
6376,1997,99
6377,2074,69
6378,602,150
6379,1947,7
6380,234,35
6381,2046,99
6382,201,81
6383,313,81
6384,762,150
6385,2241,99
6386,1930,7
6387,201,99
6388,1951,199
6389,602,7
6390,663,99
6391,741,69
6392,2251,7
6393,1901,81
6394,550,99
6395,647,99
6396,1538,99
6397,2074,11
6398,1825,41
6399,550,150
6400,1538,7
6401,1825,41
6402,1350,131
6403,332,35
6404,1901,150
6405,313,69
6406,741,41
6407,1951,35
6408,2074,69
6409,1901,99
6410,687,35
6411,1217,7
6412,762,7
6413,741,150
6414,1951,41
6415,1976,7
6416,1976,35
6417,2251,35
6418,815,131
6419,706,35
6420,1965,199
6421,687,35
6422,2074,11
6423,2251,69
6424,332,41
6425,663,81
6426,1825,35
6427,1408,150
6428,313,81
6429,2241,69
6430,663,199
6431,386,81
6432,647,41
6433,647,11
6434,762,199
6435,386,131
6436,1718,35
6437,1217,41
6438,2251,35
6439,2241,41
6440,836,199
6441,602,131
6442,1350,199
6443,399,11
6444,313,11
6445,597,99
6446,1348,11
6447,1718,81
6448,602,69
6449,2074,35
6450,1976,199
6451,313,41
6452,1348,150
6453,1976,41
6454,2046,11
6455,687,81
6456,706,150
6457,223,199
6458,1217,131
6459,1901,99
6460,836,41
6461,836,150
6462,678,7
6463,647,7
6464,1825,99
6465,663,35
6466,234,11
6467,687,131
6468,687,99
6469,1930,150
6470,2074,99
6471,386,7
6472,836,131
6473,2074,7
6474,741,11
6475,1947,150
6476,967,99
6477,678,131
6478,1350,150
6479,836,99
6480,597,11
6481,1965,7
6482,1965,11
6483,2289,41
6484,647,131
6485,706,35
6486,201,7
6487,678,150
6488,1951,35
6489,332,7
6490,762,131
6491,1997,99
6492,1976,131
6493,967,150
6494,2046,199
6495,2251,35
6496,386,150
6497,2074,99
6498,2241,41
6499,386,199
6500,223,69
6501,2251,199
6502,706,81
6503,687,131
6504,602,99
6505,1168,35
6506,313,41
6507,1997,7
6508,741,7
6509,313,41
6510,1901,41
6511,1965,150
6512,2241,99
6513,678,69
6514,836,11
6515,815,35
6516,223,199
6517,1965,150
6518,1348,81
6519,1976,11
6520,550,7
6521,602,199
6522,1350,81
6523,2251,7
6524,1997,81
6525,1168,131
6526,1947,11
6527,332,69
6528,706,81
6529,1348,99
6530,687,11
6531,550,35
6532,332,99
6533,1168,11
6534,762,150
6535,678,199
6536,332,150
6537,1168,11
6538,1997,35
6539,2074,11
6540,2289,150
6541,836,131
6542,663,41
6543,836,69
6544,2241,7
6545,1965,199
6546,678,131
6547,2251,81
6548,687,150
6549,1901,11
6550,836,41
6551,2289,11
6552,313,131
6553,313,69
6554,1217,11
6555,234,41
6556,741,199
6557,550,131
6558,2241,7
6559,234,7
6560,1825,99
6561,602,69
6562,1348,150
6563,332,35
6564,1947,81
6565,1930,41
6566,597,81
6567,678,41
6568,597,41
6569,550,35
6570,1825,7
6571,706,150
6572,1348,7
6573,967,81
6574,602,35
6575,1168,131
6576,967,131
6577,967,150
6578,815,7
6579,741,81
6580,815,69
6581,1951,35
6582,706,7
6583,2074,7
6584,741,199
6585,836,41
6586,313,35
6587,201,99
6588,223,69
6589,1168,41
6590,602,81
6591,1348,199
6592,1976,35
6593,1538,69
6594,2241,150
6595,1408,69
6596,201,199
6597,647,199
6598,678,81
6599,1718,99
6600,1168,69
6601,1825,41
6602,1348,99
6603,1350,7
6604,550,150
6605,399,7
6606,647,69
6607,663,150
6608,1901,81
6609,234,7
6610,597,69
6611,597,11
6612,399,131
6613,741,69
6614,1538,150
6615,234,35
6616,550,81
6617,1951,199
6618,1538,7
6619,967,11
6620,223,131
6621,602,81
6622,234,131
6623,663,99
6624,741,7
6625,1408,69
6626,2251,69
6627,706,35
6628,1538,99
6629,597,7
6630,706,131
6631,1951,99
6632,602,11
6633,550,35
6634,678,99
6635,1538,131
6636,313,131
6637,550,99
6638,1965,99
6639,1348,99
6640,234,7
6641,386,81
6642,836,131
6643,1168,199
6644,1951,41
6645,647,11
6646,1825,7
6647,687,35
6648,1408,69
6649,706,150
6650,602,11
6651,678,81
6652,663,11
6653,647,81
6654,1408,199
6655,602,35
6656,1901,81
6657,597,99
6658,223,11
6659,1348,11
6660,386,11
6661,762,199
6662,663,7
6663,386,69
6664,602,7
6665,1997,69
6666,313,81
6667,1825,150
6668,967,99
6669,1825,69
6670,2046,131
6671,1997,99
6672,706,41
6673,741,11
6674,741,81
6675,1168,199
6676,386,150
6677,1901,81
6678,550,199
6679,647,7
6680,1348,41
6681,1825,199
6682,1348,81
6683,550,99
6684,1951,11
6685,1538,150
6686,550,99
6687,597,69
6688,602,69
6689,1538,41
6690,647,41
6691,1930,7
6692,663,69
6693,1951,81
6694,836,69
6695,836,81
6696,399,11
6697,1976,41
6698,2241,150
6699,1901,81
6700,1538,199
6701,1348,99
6702,1408,150
6703,1217,7
6704,223,199
6705,332,81
6706,550,11
6707,1350,7
6708,386,131
6709,762,69
6710,1947,41
6711,815,11
6712,647,199
6713,399,35
6714,201,99
6715,223,11
6716,234,7
6717,1825,69
6718,1901,199
6719,234,131
6720,967,99
6721,234,199
6722,201,150
6723,386,69
6724,762,41
6725,706,81
6726,762,150
6727,1718,7
6728,836,131
6729,201,41
6730,597,35
6731,687,81
6732,597,7
6733,1951,199
6734,1718,35
6735,663,131
6736,1825,150
6737,1538,199
6738,223,35
6739,223,11
6740,836,81
6741,678,99
6742,1168,41
6743,1901,7
6744,332,7
6745,313,99
6746,1951,69
6747,687,69
6748,1947,99
6749,647,81
6750,2046,81
6751,1538,81
6752,399,11
6753,2046,69
6754,1976,69
6755,1408,41
6756,1718,131
6757,1408,41
6758,1718,11
6759,386,199
6760,1538,69
6761,2251,7
6762,2289,99
6763,706,99
6764,678,69
6765,2074,11
6766,1408,69
6767,1951,41
6768,1168,11
6769,762,11
6770,399,41
6771,386,81
6772,1901,199
6773,223,131
6774,1350,11
6775,1217,11
6776,1408,11
6777,836,69
6778,1997,150
6779,1168,7
6780,386,35
6781,967,35
6782,815,41
6783,2289,99
6784,1168,199
6785,602,199
6786,647,41
6787,1965,35
6788,1348,199
6789,2074,7
6790,1538,81
6791,550,35
6792,2289,81
6793,597,69
6794,332,35
6795,2289,199
6796,1348,199
6797,550,35
6798,1168,69
6799,1217,35
6800,550,99
6801,1718,150
6802,1997,99
6803,1825,81
6804,1951,131
6805,967,7
6806,2046,69
6807,663,99
6808,706,131
6809,836,150
6810,663,69
6811,2241,199
6812,332,99
6813,741,81
6814,1951,69
6815,201,131
6816,1951,69
6817,201,81
6818,2289,11
6819,2289,99
6820,687,81
6821,678,41
6822,815,199
6823,1930,99
6824,1947,35
6825,234,199
6826,1947,11
6827,399,35
6828,741,7
6829,2046,7
6830,386,69
6831,2289,99
6832,1976,150
6833,1350,41
6834,234,35
6835,1947,35
6836,1901,7
6837,967,99
6838,762,35
6839,2074,69
6840,836,150
6841,663,131
6842,1408,7
6843,201,150
6844,1350,131
6845,1901,11
6846,386,35
6847,1348,150
6848,332,81
6849,815,199
6850,597,7
6851,687,41
6852,223,150
6853,1538,11
6854,2046,150
6855,1168,7
6856,1348,150
6857,1930,41
6858,678,99
6859,1825,81
6860,2074,131
6861,399,99
6862,741,35
6863,1951,81
6864,678,69
6865,234,131
6866,741,69
6867,1350,35
6868,836,11
6869,1408,99
6870,2251,199
6871,1947,131
6872,706,35
6873,663,35
6874,332,81
6875,647,99
6876,1930,99
6877,1976,35
6878,1408,150
6879,2241,150
6880,1965,131
6881,550,99
6882,234,11
6883,1718,69
6884,1718,81
6885,201,7
6886,1408,35
6887,223,81
6888,1350,7
6889,1825,41
6890,386,7
6891,332,41
6892,597,11
6893,762,131
6894,1901,81
6895,1947,150
6896,550,131
6897,1997,199
6898,836,99
6899,234,99
6900,223,41
6901,386,150
6902,836,81
6903,399,35
6904,663,199
6905,201,81
6906,967,35
6907,602,11
6908,550,150
6909,2289,99
6910,1965,69
6911,1930,7
6912,1965,131
6913,597,99
6914,741,69
6915,647,11
6916,836,7
6917,399,150
6918,1951,69
6919,647,131
6920,234,69
6921,1718,11
6922,597,7
6923,1901,41
6924,2074,99
6925,1965,11
6926,399,199
6927,1168,199
6928,597,41
6929,1947,150
6930,550,11
6931,1718,150
6932,1348,131
6933,1350,35
6934,647,11
6935,663,99
6936,815,7
6937,687,7
6938,1901,150
6939,2046,35
6940,1350,131
6941,1825,199
6942,332,199
6943,1947,11
6944,2241,7
6945,1538,11
6946,1951,7
6947,1965,199
6948,2289,131
6949,2251,131
6950,2241,99
6951,1825,41
6952,2241,69
6953,678,11
6954,1965,199
6955,967,11
6956,2074,199
6957,597,150
6958,1168,99
6959,741,69
6960,602,7
6961,550,35
6962,2251,11
6963,399,81
6964,399,35
6965,1718,7
6966,1825,11
6967,313,150
6968,2241,41
6969,687,81
6970,2241,11
6971,1538,99
6972,313,81
6973,1348,11
6974,647,99
6975,597,150
6976,1718,81
6977,815,7
6978,687,11
6979,550,99
6980,836,150
6981,550,99
6982,2289,7
6983,815,69
6984,2251,99
6985,762,69
6986,687,69
6987,2074,41
6988,2074,99
6989,2241,11
6990,1408,11
6991,741,69
6992,1965,7
6993,1965,99
6994,663,69
6995,602,131
6996,1350,7
6997,1901,150
6998,2046,99
6999,687,69
7000,1930,81
7001,332,131
7002,2046,99
7003,1901,41
7004,313,7
7005,223,69
7006,1718,199
7007,386,41
7008,313,41
7009,201,35
7010,1930,7
7011,223,11
7012,2289,69
7013,706,41
7014,399,99
7015,647,69
7016,1976,35
7017,602,150
7018,2046,150
7019,1930,41
7020,1825,11
7021,1538,150
7022,1947,131
7023,201,150
7024,1976,35
7025,1168,35
7026,399,131
7027,550,199
7028,1538,35
7029,602,35
7030,1976,11
7031,2241,69
7032,1997,11
7033,663,35
7034,550,199
7035,678,11
7036,313,41
7037,1217,150
7038,663,69
7039,663,81
7040,597,81
7041,815,69
7042,647,150
7043,762,199
7044,2289,131
7045,647,150
7046,815,131
7047,1408,11
7048,597,11
7049,1976,35
7050,2046,11
7051,2289,199
7052,1408,41
7053,313,150
7054,550,7
7055,1947,41
7056,815,11
7057,550,41
7058,313,7
7059,647,81
7060,2251,150
7061,234,150
7062,1217,81
7063,647,99
7064,836,131
7065,2241,7
7066,1168,11
7067,1965,41
7068,1951,35
7069,967,35
7070,762,7
7071,1976,199
7072,1930,7
7073,602,131
7074,386,69
7075,663,131
7076,647,99
7077,1965,35
7078,647,81
7079,1976,7
7080,1997,199
7081,1930,81
7082,687,199
7083,2289,81
7084,706,99
7085,1350,150
7086,967,199
7087,2046,41
7088,1976,81
7089,647,11
7090,2074,150
7091,2289,131
7092,1951,199
7093,678,99
7094,741,35
7095,1217,69
7096,386,69
7097,2046,150
7098,1901,7
7099,332,81
7100,201,99
7101,836,69
7102,2289,81
7103,1538,99
7104,1217,199
7105,1168,7
7106,1825,99
7107,1408,81
7108,678,7
7109,2241,150
7110,1947,35
7111,223,7
7112,687,199
7113,1718,81
7114,1947,150
7115,399,199
7116,201,81
7117,1217,131
7118,1350,81
7119,1825,7
7120,223,69
7121,1718,35
7122,967,81
7123,706,41
7124,1718,35
7125,836,81
7126,1408,11
7127,386,11
7128,815,11
7129,1718,199
7130,1997,99
7131,1718,131
7132,687,199
7133,399,150
7134,234,99
7135,332,81
7136,1825,35
7137,1348,35
7138,762,7
7139,1538,99
7140,741,11
7141,2241,99
7142,687,131
7143,1930,150
7144,332,99
7145,2074,81
7146,1947,81
7147,2046,35
7148,687,199
7149,1350,81
7150,762,7
7151,597,7
7152,2046,35
7153,597,99
7154,1217,11
7155,2289,199
7156,1997,7
7157,234,35
7158,762,7
7159,1348,199
7160,706,35
7161,386,41
7162,1168,81
7163,2074,7
7164,1350,150
7165,1947,35
7166,678,99
7167,741,81
7168,678,41
7169,1997,150
7170,332,11
7171,332,35
7172,550,11
7173,2251,41
7174,2251,7
7175,967,7
7176,550,11
7177,2241,150
7178,706,150
7179,313,131
7180,1976,131
7181,762,81
7182,2074,35
7183,602,99
7184,1997,150
7185,223,150
7186,1901,7
7187,2251,7
7188,1408,81
7189,1901,150
7190,1901,131
7191,1947,69
7192,550,99
7193,1976,69
7194,399,81
7195,2074,11
7196,762,7
7197,223,131
7198,597,99
7199,1901,69
7200,1976,199
7201,1348,199
7202,2241,69
7203,1997,11
7204,602,81
7205,762,11
7206,1976,7
7207,234,35
7208,1951,81
7209,687,131
7210,1951,131
7211,1997,81
7212,1217,35
7213,967,11
7214,647,150
7215,1965,99
7216,1217,69
7217,2074,7
7218,741,7
7219,1348,35
7220,2289,11
7221,1997,35
7222,1951,69
7223,1976,11
7224,741,81
7225,550,199
7226,1825,131
7227,1947,99
7228,2289,150
7229,1947,41
7230,1951,199
7231,815,41
7232,234,69
7233,1976,69
7234,386,35
7235,1168,41
7236,1930,150
7237,1348,11
7238,678,99
7239,1997,150
7240,678,131
7241,678,35
7242,550,11
7243,2046,41
7244,706,41
7245,2074,11
7246,1901,150
7247,741,199
7248,2046,199
7249,223,69
7250,1538,11
7251,597,131
7252,1348,11
7253,1825,41
7254,1348,150
7255,1930,150
7256,1901,131
7257,1901,99
7258,1951,69
7259,313,7
7260,550,35
7261,836,199
7262,1947,41
7263,1538,35
7264,1997,199
7265,2289,99
7266,706,35
7267,2241,11
7268,687,81
7269,602,11
7270,1825,41
7271,815,7
7272,836,150
7273,706,81
7274,2251,69
7275,663,7
7276,1408,7
7277,1825,81
7278,687,11
7279,836,69
7280,386,11
7281,706,11
7282,741,150
7283,663,41
7284,2241,81
7285,1965,99
7286,332,99
7287,1951,41
7288,706,41
7289,1930,7
7290,706,11
7291,1350,35
7292,1217,199
7293,2074,131
7294,967,81
7295,2074,41
7296,2046,199
7297,1168,11
7298,1168,69
7299,1947,11
7300,386,35
7301,647,11
7302,1947,81
7303,201,11
7304,223,99
7305,678,131
7306,1350,131
7307,836,150
7308,223,7
7309,1718,99
7310,1965,150
7311,2289,35
7312,2074,81
7313,2289,150
7314,1901,199
7315,2046,150
7316,1168,99
7317,815,41
7318,1930,199
7319,1350,150
7320,597,35
7321,1217,81
7322,234,69
7323,706,41
7324,1408,69
7325,762,69
7326,1930,99
7327,597,41
7328,1947,11
7329,762,69
7330,597,41
7331,762,69
7332,1348,7
7333,741,41
7334,386,41
7335,1718,41
7336,1951,199
7337,550,131
7338,1951,81
7339,550,150
7340,1901,150
7341,647,11
7342,1997,7
7343,1168,81
7344,1350,11
7345,1947,35
7346,1217,199
7347,1976,11
7348,1350,99
7349,1976,81
7350,234,11
7351,2241,199
7352,201,41
7353,706,199
7354,1930,99
7355,223,81
7356,1965,81
7357,234,35
7358,234,35
7359,815,81
7360,1718,11
7361,201,99
7362,2241,11
7363,201,69
7364,313,7
7365,1538,150
7366,1408,150
7367,1976,150
7368,223,131
7369,2046,7
7370,1408,41
7371,1348,199
7372,1538,131
7373,2251,41
7374,2046,35
7375,2251,150
7376,1965,199
7377,647,131
7378,1965,11
7379,1348,150
7380,678,131
7381,602,81
7382,706,99
7383,1965,99
7384,386,35
7385,647,41
7386,1951,11
7387,1538,81
7388,663,150
7389,1997,11
7390,2289,150
7391,1997,81
7392,687,131
7393,1976,7
7394,1408,131
7395,386,69
7396,1718,81
7397,332,131
7398,597,11
7399,741,35
7400,2289,150
7401,1538,81
7402,1408,150
7403,1947,35
7404,647,150
7405,550,199
7406,234,7
7407,967,131
7408,687,7
7409,762,41
7410,1947,69
7411,1901,150
7412,2046,41
7413,2046,150
7414,678,81
7415,1168,41
7416,967,131
7417,967,199
7418,836,41
7419,399,69
7420,687,11
7421,663,99
7422,1350,150
7423,1825,99
7424,1538,131
7425,836,81
7426,1965,11
7427,2074,11
7428,332,69
7429,2241,11
7430,234,41
7431,1718,69
7432,647,35
7433,1168,35
7434,706,150
7435,647,99
7436,1825,199
7437,234,69
7438,602,41
7439,1965,35
7440,741,99
7441,1901,11
7442,1947,11
7443,2046,131
7444,741,11
7445,386,35
7446,706,81
7447,1350,199
7448,836,81
7449,762,99
7450,602,99
7451,1217,81
7452,647,41
7453,741,7
7454,2289,35
7455,2046,41
7456,836,69
7457,1947,69
7458,1951,199
7459,836,41
7460,762,69
7461,663,69
7462,602,35
7463,836,7
7464,1976,150
7465,1538,41
7466,399,69
7467,706,41
7468,313,35
7469,2074,99
7470,1930,69
7471,602,41
7472,201,35
7473,1348,11
7474,332,131
7475,647,35
7476,234,7
7477,1825,41
7478,1976,69
7479,741,131
7480,1538,41
7481,967,41
7482,597,99
7483,815,7
7484,2289,99
7485,2251,11
7486,234,69
7487,1408,69
7488,2074,41
7489,399,131
7490,1538,35
7491,1718,7
7492,2241,35
7493,602,7
7494,2074,11
7495,678,11
7496,1348,199
7497,1997,199
7498,967,7
7499,1348,131
7500,1350,35
7501,1408,11
7502,762,150
7503,332,41
7504,223,81
7505,2046,11
7506,1901,150
7507,602,199
7508,678,81
7509,1350,150
7510,1997,81
7511,663,81
7512,399,99
7513,836,150
7514,1951,35
7515,1951,7
7516,1348,99
7517,1997,99
7518,1350,199
7519,836,150
7520,663,41
7521,836,131
7522,1930,41
7523,1947,81
7524,762,35
7525,2046,81
7526,815,11
7527,762,41
7528,1930,150
7529,1168,41
7530,201,99
7531,647,69
7532,1217,150
7533,1951,99
7534,1718,131
7535,1168,7
7536,1997,7
7537,1408,11
7538,1408,11
7539,2241,7
7540,1901,81
7541,234,199
7542,2074,199
7543,815,150
7544,597,150
7545,678,11
7546,223,35
7547,386,7
7548,1348,131
7549,1217,41
7550,1718,81
7551,1348,99
7552,687,35
7553,967,69
7554,1901,81
7555,1718,11
7556,678,7
7557,1951,69
7558,313,35
7559,1930,7
7560,399,11
7561,223,131
7562,1976,7
7563,2074,99
7564,967,99
7565,2046,199
7566,313,150
7567,2046,199
7568,399,199
7569,1348,199
7570,313,81
7571,836,99
7572,1976,131
7573,234,199
7574,663,7
7575,1951,7
7576,1538,99
7577,550,69
7578,647,81
7579,386,69
7580,663,131
7581,1951,199
7582,2046,35
7583,399,11
7584,223,35
7585,1976,69
7586,1408,150
7587,1168,81
7588,550,41
7589,2074,41
7590,597,69
7591,1350,11
7592,1976,11
7593,1951,199
7594,1997,35
7595,1825,150
7596,1350,99
